run_id,butter,sugar_ratio,flour,egg,chips,temp,time
376,0.6015625,1.4140625,2.50390625,2.71875,0.796875,370.3125,13.34375
377,0.5703125,1.1328125,2.17578125,2.59375,1.484375,351.5625,9.21875
378,0.8203125,1.8828125,2.55078125,1.59375,0.984375,401.5625,12.21875
379,0.9453125,0.7578125,2.36328125,1.09375,0.734375,376.5625,10.71875
380,0.6953125,1.5078125,2.73828125,2.09375,1.234375,326.5625,13.71875
381,0.6328125,0.5703125,2.45703125,1.34375,1.109375,364.0625,9.96875
382,0.8828125,1.3203125,2.08203125,2.34375,0.609375,414.0625,12.96875
383,0.7578125,0.9453125,2.64453125,2.84375,0.859375,389.0625,8.46875
384,0.5078125,1.6953125,2.26953125,1.84375,1.359375,339.0625,11.46875
385,0.5,0.5,2,1,0.5,325,8
386,0.75,1.25,2.375,2,1,375,11
387,0.875,0.875,2.1875,1.5,1.25,400,9.5
388,0.625,1.625,2.5625,2.5,0.75,350,12.5
389,0.6875,1.0625,2.46875,2.75,0.875,337.5,10.25
390,0.9375,1.8125,2.09375,1.75,1.375,387.5,13.25
391,0.8125,0.6875,2.65625,2.25,1.125,412.5,8.75
392,0.5625,1.4375,2.28125,1.25,0.625,362.5,11.75
393,0.59375,0.96875,2.703125,1.875,0.5625,356.25,10.625
394,0.84375,1.71875,2.328125,2.875,1.0625,406.25,13.625
395,0.96875,0.59375,2.515625,1.375,1.3125,381.25,9.125
396,0.71875,1.34375,2.140625,2.375,0.8125,331.25,12.125
397,0.65625,0.78125,2.234375,2.125,0.9375,368.75,8.375
398,0.90625,1.53125,2.609375,1.125,1.4375,418.75,11.375
399,0.78125,1.15625,2.046875,2.625,1.1875,393.75,9.875
400,0.53125,1.90625,2.421875,1.625,0.6875,343.75,12.875
401,0.546875,1.203125,2.3515625,2.3125,0.90625,421.875,11.1875
402,0.796875,1.953125,2.7265625,1.3125,1.40625,371.875,8.1875
403,0.921875,0.828125,2.1640625,2.8125,1.15625,346.875,12.6875
404,0.671875,1.578125,2.5390625,1.8125,0.65625,396.875,9.6875
405,0.734375,0.640625,2.6328125,1.5625,0.53125,409.375,13.4375
406,0.984375,1.390625,2.2578125,2.5625,1.03125,359.375,10.4375
407,0.859375,1.015625,2.4453125,1.0625,1.28125,334.375,11.9375
408,0.609375,1.765625,2.0703125,2.0625,0.78125,384.375,8.9375
409,0.578125,0.734375,2.3984375,2.6875,0.96875,390.625,13.8125
410,0.828125,1.484375,2.0234375,1.6875,1.46875,340.625,10.8125
411,0.953125,1.109375,2.5859375,2.1875,1.21875,365.625,12.3125
412,0.703125,1.859375,2.2109375,1.1875,0.71875,415.625,9.3125
413,0.640625,0.921875,2.1171875,1.4375,0.59375,378.125,11.5625
414,0.890625,1.671875,2.4921875,2.4375,1.09375,328.125,8.5625
415,0.765625,0.546875,2.3046875,1.9375,1.34375,353.125,13.0625
416,0.515625,1.296875,2.6796875,2.9375,0.84375,403.125,10.0625
417,0.5234375,0.8984375,2.52734375,2.09375,1.453125,417.1875,12.78125
418,0.7734375,1.6484375,2.15234375,1.09375,0.953125,367.1875,9.78125
419,0.8984375,0.5234375,2.71484375,2.59375,0.703125,342.1875,11.28125
420,0.6484375,1.2734375,2.33984375,1.59375,1.203125,392.1875,8.28125
421,0.7109375,0.7109375,2.05859375,1.84375,1.078125,404.6875,12.03125
422,0.9609375,1.4609375,2.43359375,2.84375,0.578125,354.6875,9.03125
423,0.8359375,1.0859375,2.24609375,1.34375,0.828125,329.6875,13.53125
424,0.5859375,1.8359375,2.62109375,2.34375,1.328125,379.6875,10.53125
425,0.6171875,0.6171875,2.19921875,2.96875,1.390625,398.4375,12.40625
426,0.8671875,1.3671875,2.57421875,1.96875,0.890625,348.4375,9.40625
427,0.9921875,0.9921875,2.01171875,2.46875,0.640625,373.4375,13.90625
428,0.7421875,1.7421875,2.38671875,1.46875,1.140625,423.4375,10.90625
429,0.6796875,1.1796875,2.66796875,1.21875,1.015625,385.9375,13.15625
430,0.9296875,1.9296875,2.29296875,2.21875,0.515625,335.9375,10.15625
431,0.8046875,0.8046875,2.48046875,1.71875,0.765625,360.9375,11.65625
432,0.5546875,1.5546875,2.10546875,2.71875,1.265625,410.9375,8.65625
433,0.5390625,0.8515625,2.59765625,1.28125,1.109375,332.8125,9.59375
434,0.7890625,1.6015625,2.22265625,2.28125,0.609375,382.8125,12.59375
435,0.9140625,1.2265625,2.41015625,1.78125,0.859375,407.8125,8.09375
436,0.6640625,1.9765625,2.03515625,2.78125,1.359375,357.8125,11.09375
437,0.7265625,1.0390625,2.31640625,2.53125,1.484375,345.3125,8.84375
438,0.9765625,1.7890625,2.69140625,1.53125,0.984375,395.3125,11.84375
439,0.8515625,0.6640625,2.12890625,2.03125,0.734375,420.3125,10.34375
440,0.6015625,1.4140625,2.50390625,1.03125,1.234375,370.3125,13.34375
441,0.5703125,1.1328125,2.17578125,1.65625,1.046875,351.5625,9.21875
442,0.8203125,1.8828125,2.55078125,2.65625,0.546875,401.5625,12.21875
443,0.9453125,0.7578125,2.36328125,1.15625,0.796875,376.5625,10.71875
444,0.6953125,1.5078125,2.73828125,2.15625,1.296875,326.5625,13.71875
445,0.6328125,0.5703125,2.45703125,2.40625,1.421875,364.0625,9.96875
446,0.8828125,1.3203125,2.08203125,1.40625,0.921875,414.0625,12.96875
447,0.7578125,0.9453125,2.64453125,2.90625,0.671875,389.0625,8.46875
448,0.5078125,1.6953125,2.26953125,1.90625,1.171875,339.0625,11.46875
449,0.5,0.5,2,1,0.5,325,8
450,0.75,1.25,2.375,2,1,375,11
451,0.875,0.875,2.1875,1.5,1.25,350,9.5
452,0.625,1.625,2.5625,2.5,0.75,400,12.5
453,0.6875,1.0625,2.46875,2.75,0.875,362.5,10.25
454,0.9375,1.8125,2.09375,1.75,1.375,412.5,13.25
455,0.8125,0.6875,2.65625,2.25,1.125,337.5,8.75
456,0.5625,1.4375,2.28125,1.25,0.625,387.5,11.75
457,0.59375,0.96875,2.703125,1.875,1.0625,418.75,10.625
458,0.84375,1.71875,2.328125,2.875,0.5625,368.75,13.625
459,0.96875,0.59375,2.515625,1.375,0.8125,393.75,9.125
460,0.71875,1.34375,2.140625,2.375,1.3125,343.75,12.125
461,0.65625,0.78125,2.234375,2.125,1.4375,381.25,8.375
462,0.90625,1.53125,2.609375,1.125,0.9375,331.25,11.375
463,0.78125,1.15625,2.046875,2.625,0.6875,406.25,9.875
464,0.53125,1.90625,2.421875,1.625,1.1875,356.25,12.875
465,0.546875,1.203125,2.3515625,2.3125,0.78125,390.625,11.1875
466,0.796875,1.953125,2.7265625,1.3125,1.28125,340.625,8.1875
467,0.921875,0.828125,2.1640625,2.8125,1.03125,415.625,12.6875
468,0.671875,1.578125,2.5390625,1.8125,0.53125,365.625,9.6875
469,0.734375,0.640625,2.6328125,1.5625,0.65625,403.125,13.4375
470,0.984375,1.390625,2.2578125,2.5625,1.15625,353.125,10.4375
471,0.859375,1.015625,2.4453125,1.0625,1.40625,378.125,11.9375
472,0.609375,1.765625,2.0703125,2.0625,0.90625,328.125,8.9375
473,0.578125,0.734375,2.3984375,2.6875,1.34375,359.375,13.8125
474,0.828125,1.484375,2.0234375,1.6875,0.84375,409.375,10.8125
475,0.953125,1.109375,2.5859375,2.1875,0.59375,334.375,12.3125
476,0.703125,1.859375,2.2109375,1.1875,1.09375,384.375,9.3125
477,0.640625,0.921875,2.1171875,1.4375,1.21875,346.875,11.5625
478,0.890625,1.671875,2.4921875,2.4375,0.71875,396.875,8.5625
479,0.765625,0.546875,2.3046875,1.9375,0.96875,371.875,13.0625
480,0.515625,1.296875,2.6796875,2.9375,1.46875,421.875,10.0625
481,0.5234375,0.8984375,2.52734375,2.09375,0.640625,370.3125,12.78125
482,0.7734375,1.6484375,2.15234375,1.09375,1.140625,420.3125,9.78125
483,0.8984375,0.5234375,2.71484375,2.59375,1.390625,345.3125,11.28125
484,0.6484375,1.2734375,2.33984375,1.59375,0.890625,395.3125,8.28125
485,0.7109375,0.7109375,2.05859375,1.84375,0.765625,332.8125,12.03125
486,0.9609375,1.4609375,2.43359375,2.84375,1.265625,382.8125,9.03125
487,0.8359375,1.0859375,2.24609375,1.34375,1.015625,357.8125,13.53125
488,0.5859375,1.8359375,2.62109375,2.34375,0.515625,407.8125,10.53125
489,0.6171875,0.6171875,2.19921875,2.96875,1.203125,376.5625,12.40625
490,0.8671875,1.3671875,2.57421875,1.96875,0.703125,326.5625,9.40625
491,0.9921875,0.9921875,2.01171875,2.46875,0.953125,401.5625,13.90625
492,0.7421875,1.7421875,2.38671875,1.46875,1.453125,351.5625,10.90625
493,0.6796875,1.1796875,2.66796875,1.21875,1.328125,414.0625,13.15625
494,0.9296875,1.9296875,2.29296875,2.21875,0.828125,364.0625,10.15625
495,0.8046875,0.8046875,2.48046875,1.71875,0.578125,389.0625,11.65625
496,0.5546875,1.5546875,2.10546875,2.71875,1.078125,339.0625,8.65625
497,0.5390625,0.8515625,2.59765625,1.28125,0.921875,410.9375,9.59375
498,0.7890625,1.6015625,2.22265625,2.28125,1.421875,360.9375,12.59375
499,0.9140625,1.2265625,2.41015625,1.78125,1.171875,385.9375,8.09375
500,0.6640625,1.9765625,2.03515625,2.78125,0.671875,335.9375,11.09375
501,0.7265625,1.0390625,2.31640625,2.53125,0.546875,398.4375,8.84375
502,0.9765625,1.7890625,2.69140625,1.53125,1.046875,348.4375,11.84375
503,0.8515625,0.6640625,2.12890625,2.03125,1.296875,423.4375,10.34375
504,0.6015625,1.4140625,2.50390625,1.03125,0.796875,373.4375,13.34375
505,0.5703125,1.1328125,2.17578125,1.65625,1.484375,342.1875,9.21875
506,0.8203125,1.8828125,2.55078125,2.65625,0.984375,392.1875,12.21875
507,0.9453125,0.7578125,2.36328125,1.15625,0.734375,367.1875,10.71875
508,0.6953125,1.5078125,2.73828125,2.15625,1.234375,417.1875,13.71875
509,0.6328125,0.5703125,2.45703125,2.40625,1.109375,354.6875,9.96875
510,0.8828125,1.3203125,2.08203125,1.40625,0.609375,404.6875,12.96875
511,0.7578125,0.9453125,2.64453125,2.90625,0.859375,329.6875,8.46875
512,0.5078125,1.6953125,2.26953125,1.90625,1.359375,379.6875,11.46875
513,0.5,0.5,2,1,0.5,325,8
514,0.75,1.25,2.375,2,1,375,11
515,0.875,0.875,2.1875,1.5,1.25,400,9.5
516,0.625,1.625,2.5625,2.5,0.75,350,12.5
517,0.6875,1.0625,2.46875,2.75,0.875,337.5,11.75
518,0.9375,1.8125,2.09375,1.75,1.375,387.5,8.75
519,0.8125,0.6875,2.65625,2.25,1.125,412.5,13.25
520,0.5625,1.4375,2.28125,1.25,0.625,362.5,10.25
521,0.59375,0.96875,2.703125,1.875,1.0625,356.25,13.625
522,0.84375,1.71875,2.328125,2.875,0.5625,406.25,10.625
523,0.96875,0.59375,2.515625,1.375,0.8125,381.25,12.125
524,0.71875,1.34375,2.140625,2.375,1.3125,331.25,9.125
525,0.65625,0.78125,2.234375,2.125,1.4375,368.75,9.875
526,0.90625,1.53125,2.609375,1.125,0.9375,418.75,12.875
527,0.78125,1.15625,2.046875,2.625,0.6875,393.75,8.375
528,0.53125,1.90625,2.421875,1.625,1.1875,343.75,11.375
529,0.546875,1.203125,2.3515625,2.3125,0.78125,421.875,11.9375
530,0.796875,1.953125,2.7265625,1.3125,1.28125,371.875,8.9375
531,0.921875,0.828125,2.1640625,2.8125,1.03125,346.875,13.4375
532,0.671875,1.578125,2.5390625,1.8125,0.53125,396.875,10.4375
533,0.734375,0.640625,2.6328125,1.5625,0.65625,409.375,8.1875
534,0.984375,1.390625,2.2578125,2.5625,1.15625,359.375,11.1875
535,0.859375,1.015625,2.4453125,1.0625,1.40625,334.375,9.6875
536,0.609375,1.765625,2.0703125,2.0625,0.90625,384.375,12.6875
537,0.578125,0.734375,2.3984375,2.6875,1.34375,390.625,10.0625
538,0.828125,1.484375,2.0234375,1.6875,0.84375,340.625,13.0625
539,0.953125,1.109375,2.5859375,2.1875,0.59375,365.625,8.5625
540,0.703125,1.859375,2.2109375,1.1875,1.09375,415.625,11.5625
541,0.640625,0.921875,2.1171875,1.4375,1.21875,378.125,13.8125
542,0.890625,1.671875,2.4921875,2.4375,0.71875,328.125,10.8125
543,0.765625,0.546875,2.3046875,1.9375,0.96875,353.125,12.3125
544,0.515625,1.296875,2.6796875,2.9375,1.46875,403.125,9.3125
545,0.5234375,0.8984375,2.52734375,2.09375,0.640625,417.1875,13.90625
546,0.7734375,1.6484375,2.15234375,1.09375,1.140625,367.1875,10.90625
547,0.8984375,0.5234375,2.71484375,2.59375,1.390625,342.1875,12.40625
548,0.6484375,1.2734375,2.33984375,1.59375,0.890625,392.1875,9.40625
549,0.7109375,0.7109375,2.05859375,1.84375,0.765625,404.6875,10.15625
550,0.9609375,1.4609375,2.43359375,2.84375,1.265625,354.6875,13.15625
551,0.8359375,1.0859375,2.24609375,1.34375,1.015625,329.6875,8.65625
552,0.5859375,1.8359375,2.62109375,2.34375,0.515625,379.6875,11.65625
553,0.6171875,0.6171875,2.19921875,2.96875,1.203125,398.4375,8.28125
554,0.8671875,1.3671875,2.57421875,1.96875,0.703125,348.4375,11.28125
555,0.9921875,0.9921875,2.01171875,2.46875,0.953125,373.4375,9.78125
556,0.7421875,1.7421875,2.38671875,1.46875,1.453125,423.4375,12.78125
557,0.6796875,1.1796875,2.66796875,1.21875,1.328125,385.9375,12.03125
558,0.9296875,1.9296875,2.29296875,2.21875,0.828125,335.9375,9.03125
559,0.8046875,0.8046875,2.48046875,1.71875,0.578125,360.9375,13.53125
560,0.5546875,1.5546875,2.10546875,2.71875,1.078125,410.9375,10.53125
561,0.5390625,0.8515625,2.59765625,1.28125,0.921875,332.8125,9.96875
562,0.7890625,1.6015625,2.22265625,2.28125,1.421875,382.8125,12.96875
563,0.9140625,1.2265625,2.41015625,1.78125,1.171875,407.8125,8.46875
564,0.6640625,1.9765625,2.03515625,2.78125,0.671875,357.8125,11.46875
565,0.7265625,1.0390625,2.31640625,2.53125,0.546875,345.3125,13.71875
566,0.9765625,1.7890625,2.69140625,1.53125,1.046875,395.3125,10.71875
567,0.8515625,0.6640625,2.12890625,2.03125,1.296875,420.3125,12.21875
568,0.6015625,1.4140625,2.50390625,1.03125,0.796875,370.3125,9.21875
569,0.5703125,1.1328125,2.17578125,1.65625,1.484375,351.5625,11.84375
570,0.8203125,1.8828125,2.55078125,2.65625,0.984375,401.5625,8.84375
571,0.9453125,0.7578125,2.36328125,1.15625,0.734375,376.5625,13.34375
572,0.6953125,1.5078125,2.73828125,2.15625,1.234375,326.5625,10.34375
573,0.6328125,0.5703125,2.45703125,2.40625,1.109375,364.0625,8.09375
574,0.8828125,1.3203125,2.08203125,1.40625,0.609375,414.0625,11.09375
575,0.7578125,0.9453125,2.64453125,2.90625,0.859375,389.0625,9.59375
576,0.5078125,1.6953125,2.26953125,1.90625,1.359375,339.0625,12.59375
