run_id,taste
1874,96.1644
1875,82.3282
1876,83.3577
1877,102.1340
1878,57.7667
1879,92.0273
1880,92.2445
1881,81.7439
1882,67.9715
1883,80.3852
1884,44.4519
1885,86.7761
1886,48.5747
1887,89.6329
1888,56.8203
1889,65.2361
1890,77.0382
1891,85.3819
1892,53.6077
1893,99.3330
1894,29.9503
1895,85.0415
1896,62.8155
1897,83.7117
1898,91.2949
1899,77.2530
1900,92.7854
1901,97.8739
1902,78.9620
1903,98.3745
1904,74.3551
1905,50.1209
1906,85.9817
1907,20.9599
1908,92.9478
1909,75.2997
1910,67.9365
1911,85.3358
1912,72.5226
1913,79.4611
1914,100.7713
1915,71.5679
1916,93.0664
1917,87.3581
1918,86.5522
1919,105.5394
1920,63.3512
1921,23.0147
1922,91.4060
1923,88.0354
1924,76.7745
1925,78.2826
1926,68.5316
1927,1.0000
1928,83.7469
1929,80.2179
1930,101.2192
1931,79.6668
1932,72.2819
1933,93.0787
1934,80.7651
1935,85.5522
1936,75.3245
1937,86.1503
1938,1.0000
1939,76.2337
1940,80.9972
1941,87.5709
1942,65.5876
1943,86.7351
1944,14.7668
1945,85.1407
1946,79.3064
1947,76.5912
1948,97.8834
1949,80.0548
1950,92.7865
1951,102.0931
1952,62.6080
1953,80.0868
1954,88.5038
1955,70.0806
1956,94.1154
1957,90.1370
1958,70.4526
1959,95.8316
1960,76.2498
1961,90.7475
1962,31.1243
1963,57.1520
1964,91.1353
1965,81.8852
1966,78.9986
1967,100.4557
1968,1.5572
1969,69.1197
1970,90.8745
1971,84.7660
1972,90.6544
1973,102.3468
1974,42.3330
1975,87.8385
1976,88.8874
1977,1.0000
1978,95.6480
1979,65.8356
1980,82.2273
1981,90.9648
1982,75.8850
1983,42.9850
1984,71.7872
1985,63.7382
1986,100.7902
1987,73.4169
1988,83.5395
1989,93.7481
1990,80.5567
1991,100.4202
1992,77.2280
1993,86.5674
1994,66.7458
1995,58.6836
1996,92.4057
1997,88.4195
1998,56.1683
1999,96.2390
2000,27.3791
2001,72.1377
2002,95.4294
2003,87.0338
2004,90.0447
2005,100.3519
2006,67.5252
2007,95.2831
2008,80.7015
2009,51.5448
2010,87.9021
2011,62.1422
2012,87.1227
2013,91.1396
2014,67.9245
2015,67.0351
2016,71.8093
2017,41.1949
2018,91.5540
2019,80.4719
2020,73.5050
2021,70.0656
2022,73.4293
2023,51.7173
2024,79.2496
2025,92.1681
2026,91.1674
2027,74.3484
2028,92.7104
2029,98.8525
2030,74.9046
2031,90.4034
2032,84.4564
2033,74.2640
2034,46.6614
2035,84.9803
2036,66.7636
2037,77.1012
2038,73.3737
2039,86.8091
2040,67.3294
2041,88.1951
2042,82.1841
2043,83.8825
2044,100.3793
2045,89.7490
2046,90.3319
2047,93.1619
2048,65.3375
2049,45.4953
2050,100.3125
2051,94.3006
2052,86.2473
2053,88.7807
2054,85.6864
2055,23.6815
2056,79.3874
2057,89.5751
2058,74.4723
2059,72.8546
2060,85.4330
2061,99.9917
2062,3.0500
2063,98.8249
2064,69.8325
2065,14.5109
2066,92.2689
2067,87.3549
2068,85.0676
2069,94.6044
2070,77.3359
2071,83.8349
2072,78.6361
2073,89.9657
2074,91.0976
2075,74.8061
2076,51.5637
2077,87.5962
2078,69.7950
2079,97.3839
2080,77.5611
2081,1.0000
2082,98.8470
2083,86.7744
2084,94.6293
2085,89.0347
2086,82.5597
2087,78.1101
2088,77.6325
2089,95.2991
2090,85.8236
2091,76.8655
2092,4.9643
2093,92.5602
2094,64.6828
2095,94.9076
2096,64.8816
2097,64.9070
2098,91.6271
2099,89.2026
2100,88.1020
2101,94.3274
2102,67.4742
2103,29.0303
2104,85.7236
2105,89.3796
2106,91.7514
2107,75.2563
2108,79.7363
2109,88.7667
2110,57.3449
2111,98.5759
2112,69.7391
2113,77.5507
2114,89.2031
2115,68.2567
2116,88.7298
2117,94.3200
2118,46.6031
2119,94.8693
2120,75.1583
2121,79.9236
2122,69.3639
2123,74.6911
2124,92.6593
2125,81.4870
2126,89.4845
2127,79.6116
2128,69.4235
2129,87.4134
2130,84.8478
2131,78.3733
2132,38.5038
2133,94.8309
2134,50.0608
2135,93.5658
2136,75.7736
2137,23.1505
2138,94.5586
2139,72.9901
2140,96.6488
2141,46.4608
2142,84.2530
2143,94.4070
2144,48.0462
2145,75.9752
2146,87.6691
2147,86.8023
2148,41.1336
2149,64.4645
2150,72.8721
2151,93.0613
2152,81.0438
2153,66.5005
2154,83.1511
2155,66.8523
2156,97.7282
2157,88.6541
2158,90.2110
2159,92.9263
2160,44.9692
2161,85.6212
2162,77.0038
2163,78.8010
2164,80.4829
2165,96.2865
2166,19.7835
2167,93.2411
2168,73.6371
2169,71.8850
2170,85.1386
2171,55.9863
2172,90.7857
2173,79.8654
2174,88.5251
2175,56.8071
2176,69.2111
2177,52.3956
2178,85.9445
2179,90.7738
2180,88.2568
2181,98.1693
2182,66.4398
2183,87.0545
2184,65.2710
2185,80.7780
2186,101.2256
2187,72.5902
2188,60.8068
2189,48.0646
2190,80.7537
2191,96.7245
2192,76.2647
2193,82.6389
2194,42.8003
2195,86.0658
2196,82.8324
2197,100.5128
2198,40.8676
2199,71.5321
2200,83.0317
2201,71.1961
2202,93.2167
2203,29.0517
2204,94.3881
2205,79.7469
2206,85.2463
2207,84.2222
2208,70.9539
2209,71.1505
2210,76.7883
2211,85.8950
2212,79.2844
2213,101.4996
2214,61.5882
2215,69.7971
2216,81.1096
2217,84.2460
2218,94.0210
2219,38.8950
2220,89.1608
2221,85.3538
2222,63.4801
2223,97.3070
2224,81.0974
2225,60.5298
2226,82.7429
2227,80.6628
2228,59.6670
2229,103.7091
2230,65.2360
2231,90.1808
2232,28.0996
2233,70.1747
2234,95.8087
2235,72.4376
2236,85.5927
2237,41.6679
2238,88.4994
2239,87.2066
2240,74.0124
2241,54.4504
2242,102.0047
2243,77.0258
2244,77.3126
2245,1.0000
2246,80.6136
2247,96.2969
2248,84.4004
2249,92.9955
2250,68.8035
2251,75.2306
2252,89.5485
2253,96.7245
2254,81.7554
2255,98.6364
2256,1.0000
2257,73.8465
2258,96.3236
2259,48.0917
2260,92.4959
2261,82.9842
2262,67.7489
2263,95.9628
2264,82.9656
2265,89.6327
2266,12.1387
2267,71.8077
2268,96.5634
2269,99.1613
2270,82.6369
2271,82.7882
2272,65.0883
2273,72.3190
2274,97.6962
2275,1.0000
2276,88.4775
2277,77.7979
2278,76.9104
2279,79.8392
2280,83.0080
2281,93.4415
2282,8.8152
2283,74.3062
2284,90.8550
2285,97.6158
2286,75.3867
2287,97.5625
2288,62.5023
2289,74.7683
2290,98.2513
2291,79.2690
2292,80.8728
2293,52.5261
2294,73.5574
2295,91.3574
2296,84.7522
2297,77.6861
2298,78.4339
2299,82.7022
2300,101.8293
2301,93.0015
2302,88.2203
2303,95.1865
2304,1.5621
